ID,Book length (mins)_overall,Book length (mins)_avg,Price_overall,Price_avg,Review,Review 10/10,Minutes listened,Completion,Support Requests,Last visited minus Purchase date,Target
13499,1188,1188,5.86,5.86,Yes,8,0,1166.4,2,300,Yes
13449,1404,2808,8,16,No,?,0,1166.4,0,0,Yes
13505,2160,2160,5.66,5.66,No,?,0,1166.4,0,0,Yes
15767,1188,1188,10.13,10.13,Yes,10,0,1016.28,0,0,Yes
15780,1188,1188,6.53,6.53,No,?,0,1016.28,0,106,Yes
15781,1188,1188,8.45,8.45,Yes,5,0,1016.28,0,0,Yes
15752,2160,2160,8,8,No,?,0,1016.28,0,0,Yes
15741,1620,1620,5.33,5.33,No,?,0,1016.28,0,168,Yes
33063,2160,2160,8,8,No,?,0,939.6,0,183,Yes
33027,324,324,7.99,7.99,Yes,10,0,939.6,0,296,Yes
33051,2160,2160,10.47,10.47,No,?,0,939.6,0,13,Yes
33060,1620,1620,10.81,10.81,No,?,0,939.6,0,98,Yes
33102,1350,2700,5.33,10.67,No,?,0,939.6,0,0,Yes
33069,648,648,10.57,10.57,No,?,0,939.6,0,0,Yes
33124,1620,1620,5.33,5.33,No,?,0,939.6,0,111,Yes
29771,2160,2160,5.33,5.33,No,?,0,831.6,0,355,Yes
29653,1620,1620,5.33,5.33,Yes,6,0,831.6,0,0,Yes
29783,1674,3348,5.33,10.67,No,?,0,831.6,0,0,Yes
29717,2160,2160,8,8,No,?,0,831.6,0,252,Yes
29734,1476,4428,8.53,25.6,No,?,0,831.6,0,0,Yes
29730,1620,1620,5.33,5.33,Yes,10,0,831.6,0,188,Yes
29710,2160,2160,10.13,10.13,No,?,0,831.6,0,20,Yes
29709,2160,2160,5.33,5.33,No,?,0,831.6,0,35,Yes
29701,1188,1188,6.93,6.93,Yes,10,0,831.6,0,69,Yes
29773,1674,3348,6.13,12.27,Yes,10,0,831.6,0,304,Yes
29676,324,324,12.76,12.76,No,?,0,831.6,0,72,Yes
29767,1188,1188,5.33,5.33,No,?,0,831.6,0,254,Yes
29706,1674,3348,5.59,11.18,No,?,0,831.6,0,8,Yes
29722,1890,3780,16.79,33.59,Yes,9,0,831.6,0,183,Yes
29705,1620,1620,5.33,5.33,No,?,0,831.6,0,191,Yes
25242,432,864,5.33,10.67,No,?,0,736.56,0,238,Yes
25398,2160,2160,5.33,5.33,No,?,0,736.56,0,117,Yes
25482,1188,1188,10.13,10.13,No,?,0,736.56,0,0,Yes
25219,1188,1188,6.09,6.09,No,?,0,736.56,0,0,Yes
25384,1188,1188,8,8,No,?,0,736.56,0,256,Yes
25186,1620,1620,5.33,5.33,No,?,0,736.56,0,330,Yes
25478,324,324,5.33,5.33,No,?,0,736.56,0,37,Yes
25187,1674,3348,5.76,11.52,No,?,0,736.56,0,238,Yes
25149,1512,6048,7.46,29.86,No,?,0,736.56,0,180,Yes
25293,1134,2268,5.6,11.19,No,?,0,736.56,0,289,Yes
25401,1044,3132,6.49,19.47,Yes,10,0,736.56,0,36,Yes
25400,1404,2808,6.67,13.33,No,?,0,736.56,0,0,Yes
25291,1377,5508,5.33,21.33,No,?,0,736.56,1,156,Yes
25156,1674,3348,6.67,13.33,Yes,10,0,736.56,0,287,Yes
25316,324,324,5.33,5.33,Yes,10,0,736.56,0,54,Yes
25321,1620,1620,5.33,5.33,No,?,0,736.56,0,0,Yes
25324,1620,1620,5.33,5.33,No,?,0,736.56,0,50,Yes
25373,1620,1620,5.33,5.33,No,?,0,736.56,0,141,Yes
25343,2160,2160,5.33,5.33,Yes,10,0,736.56,0,134,Yes
25390,1404,2808,5.33,10.66,No,?,0,736.56,0,0,Yes
25154,2160,2160,5.74,5.74,No,?,0,736.56,0,0,Yes
8036,2160,2160,9.77,9.77,Yes,10,0,734.4,0,301,Yes
8199,540,540,10.13,10.13,Yes,7,0,734.4,0,2,Yes
8284,1188,1188,6.09,6.09,No,?,0,734.4,0,0,Yes
7962,1188,1188,5.33,5.33,No,?,0,734.4,0,58,Yes
7964,1134,2268,10.13,20.27,No,?,0,734.4,0,54,Yes
8054,1404,2808,5.33,10.67,No,?,0,734.4,0,0,Yes
8084,918,1836,5.33,10.67,No,?,0,734.4,0,0,Yes
8303,1620,1620,7.67,7.67,No,?,0,734.4,0,0,Yes
8141,1890,3780,6.6,13.21,Yes,9.5,0,734.4,2,240,Yes
8025,1188,1188,8,8,No,?,0,734.4,0,36,Yes
8065,1674,3348,6.67,13.33,No,?,0,734.4,0,195,Yes
8026,1620,1620,8,8,No,?,0,734.4,0,0,Yes
7980,1404,2808,8.53,17.06,No,?,0,734.4,0,160,Yes
8045,1620,1620,8,8,Yes,10,0,734.4,1,173,Yes
8200,1188,1188,5.77,5.77,No,?,0,734.4,0,6,Yes
8276,2160,2160,5.33,5.33,Yes,10,0,734.4,0,95,Yes
8270,1188,1188,5.33,5.33,Yes,10,0,734.4,0,0,Yes
7987,1890,3780,5.33,10.67,No,?,0,734.4,0,0,Yes
8040,1134,2268,5.33,10.67,No,?,0,734.4,0,0,Yes
8056,1620,1620,8,8,No,?,0,734.4,0,0,Yes
21688,648,648,5.33,5.33,Yes,10,0,696.6,0,335,Yes
21723,1188,1188,6.09,6.09,No,?,0,696.6,0,0,Yes
21584,2160,2160,10.13,10.13,No,?,0,696.6,0,0,Yes
21717,2160,2160,8,8,Yes,10,0,696.6,1,73,Yes
21675,2160,2160,5.9,5.9,No,?,0,696.6,0,0,Yes
21591,2160,2160,5.33,5.33,Yes,10,0,696.6,1,122,Yes
21619,1620,1620,6.49,6.49,No,?,0,696.6,0,224,Yes
21567,1674,3348,5.6,11.2,Yes,10,0,696.6,0,259,Yes
21700,1620,1620,6.14,6.14,No,?,0,696.6,0,0,Yes
21709,1188,1188,5.87,5.87,No,?,0,696.6,0,0,Yes
21598,1890,3780,6.4,12.8,No,?,0,696.6,2,260,Yes
21583,1620,3240,8.26,16.51,No,?,0,696.6,0,63,Yes
21752,216,216,8,8,No,?,0,696.6,0,0,Yes
21648,2160,2160,5.33,5.33,Yes,9,0,696.6,0,138,Yes
21578,1620,1620,5.33,5.33,Yes,6,0,696.6,0,0,Yes
21693,648,648,5.33,5.33,No,?,0,696.6,0,55,Yes
21628,1620,1620,5.33,5.33,Yes,10,0,696.6,0,187,Yes
2912,540,540,10.13,10.13,No,?,0,680.4,0,1,Yes
10043,1404,2808,5.18,10.36,No,?,0,680.4,0,45,Yes
9898,648,648,8,8,Yes,9,0,680.4,0,0,Yes
9993,2160,2160,10.13,10.13,Yes,10,0,680.4,0,216,Yes
3162,1620,4860,5.33,16,Yes,10,0,680.4,0,0,Yes
2936,2160,2160,5.33,5.33,No,?,0,680.4,0,0,Yes
9896,2160,2160,5.33,5.33,No,?,0,680.4,0,279,Yes
3038,1674,3348,6.39,12.79,Yes,10,0,680.4,1,154,Yes
3229,1188,1188,5.87,5.87,No,?,0,680.4,0,0,Yes
9892,1332,3996,5.51,16.53,No,?,0,680.4,0,151,Yes
3336,1404,2808,5.65,11.31,Yes,8,0,680.4,0,305,Yes
10061,1188,1188,6.4,6.4,No,?,0,680.4,0,287,Yes
9915,1620,1620,6.93,6.93,Yes,9.5,0,680.4,0,151,Yes
3340,1620,1620,6.93,6.93,Yes,8,0,680.4,0,108,Yes
2890,1188,1188,7.47,7.47,No,?,0,680.4,0,1,Yes
3341,1080,1080,7.99,7.99,Yes,8,0,680.4,0,102,Yes
3210,1620,1620,19.73,19.73,No,?,0,680.4,0,0,Yes
9942,1242,2484,16.8,33.59,Yes,10,0,680.4,0,281,Yes
10112,1404,2808,5.86,11.71,No,?,0,680.4,0,0,Yes
10033,1377,5508,5.33,21.33,No,?,0,680.4,0,0,Yes
2885,1620,1620,11.87,11.87,Yes,9,0,680.4,0,0,Yes
9947,2160,2160,7.51,7.51,No,?,0,680.4,0,133,Yes
9964,1188,1188,5.33,5.33,No,?,0,680.4,0,0,Yes
9907,1620,1620,5.33,5.33,No,?,0,680.4,0,18,Yes
2941,216,216,4.46,4.46,No,?,0,680.4,0,0,Yes
3008,648,648,5.33,5.33,No,?,0,680.4,0,124,Yes
3276,2160,2160,5.33,5.33,No,?,0,680.4,0,247,Yes
3088,2160,2160,5.54,5.54,No,?,0,680.4,0,222,Yes
3205,1620,1620,8,8,No,?,0,680.4,0,126,Yes
10100,1620,1620,8.61,8.61,Yes,10,0,680.4,1,25,Yes
3068,864,1728,6.67,13.33,Yes,10,0,680.4,0,185,Yes
2979,1620,1620,5.33,5.33,No,?,0,680.4,0,0,Yes
3281,2160,2160,5.33,5.33,No,?,0,680.4,0,87,Yes
3064,1620,1620,8.61,8.61,Yes,10,0,680.4,2,194,Yes
10076,1620,1620,5.33,5.33,Yes,8,0,680.4,0,48,Yes
10001,1134,2268,5.33,10.67,No,?,0,680.4,0,105,Yes
3002,1188,1188,5.33,5.33,Yes,10,0,680.4,0,4,Yes
3181,1674,3348,7.73,15.47,No,?,0,680.4,0,172,Yes
3029,1620,1620,5.33,5.33,Yes,10,0,680.4,0,19,Yes
3179,1620,1620,7.78,7.78,No,?,0,680.4,0,0,Yes
3092,2160,2160,8,8,No,?,0,680.4,0,15,Yes
23450,1134,2268,5.33,10.66,No,?,0,669.6,0,67,Yes
23470,2160,2160,7.08,7.08,No,?,0,669.6,1,75,Yes
23438,1188,1188,6.92,6.92,No,?,0,669.6,0,201,Yes
23472,1188,1188,8.99,8.99,No,?,0,669.6,0,0,Yes
23451,2160,2160,5.33,5.33,No,?,0,669.6,0,196,Yes
23427,1674,3348,10.13,20.27,No,?,0,669.6,0,0,Yes
22971,1080,1080,5.33,5.33,No,?,0,664.2,0,11,Yes
18318,2160,2160,5.69,5.69,Yes,10,0,623.16,0,0,Yes
18231,1188,1188,10.13,10.13,Yes,7,0,623.16,0,326,Yes
18292,1404,5616,5.33,21.33,No,?,0,623.16,0,6,Yes
18305,1350,2700,6.09,12.17,No,?,0,623.16,0,0,Yes
18267,1620,1620,10.47,10.47,Yes,9,0,623.16,0,5,Yes
18243,324,324,8,8,No,?,0,623.16,0,0,Yes
18299,1674,3348,5.33,10.67,No,?,0,623.16,0,0,Yes
18213,1188,1188,5.33,5.33,No,?,0,623.16,1,159,Yes
18285,648,648,5.33,5.33,Yes,10,0,623.16,0,244,Yes
18296,1188,1188,5.33,5.33,No,?,0,623.16,0,0,Yes
21394,540,540,8,8,Yes,8,0,567,0,307,Yes
21526,1620,3240,8,16,Yes,10,0,567,0,15,Yes
21528,1620,1620,10.13,10.13,No,?,0,567,0,166,Yes
21418,1620,1620,5.33,5.33,No,?,0,567,0,220,Yes
21335,2160,2160,8.99,8.99,No,?,0,567,0,122,Yes
21330,1620,1620,9.75,9.75,Yes,10,0,567,0,0,Yes
21403,1404,2808,7.7,15.41,Yes,9,0,567,0,167,Yes
21348,1620,1620,5.33,5.33,No,?,0,567,0,5,Yes
21433,1404,2808,5.97,11.95,No,?,0,567,0,0,Yes
21480,1620,1620,5.33,5.33,Yes,10,0,567,2,288,Yes
21495,1620,1620,5.33,5.33,No,?,0,567,0,61,Yes
21498,540,540,5.33,5.33,Yes,10,0,567,0,310,Yes
21386,1890,3780,8,16,Yes,9,0,567,1,27,Yes
21467,1188,1188,8,8,Yes,6.5,0,567,0,24,Yes
21429,1656,4968,5.33,15.99,No,?,0,567,0,14,Yes
21504,1188,1188,5.33,5.33,No,?,0,567,0,3,Yes
21391,1188,1188,5.74,5.74,No,?,0,567,0,3,Yes
21501,1620,1620,5.33,5.33,Yes,10,0,567,2,183,Yes
21427,1188,1188,9.81,9.81,Yes,9.5,0,567,2,177,Yes
21486,2160,2160,5.33,5.33,No,?,0,567,0,0,Yes
18853,1080,1080,10.13,10.13,Yes,10,0,561.6,0,0,Yes
18821,2160,2160,8,8,No,?,0,561.6,0,61,Yes
18855,1620,1620,5.33,5.33,No,?,0,561.6,0,260,Yes
18820,1404,5616,9.02,36.09,No,?,0,561.6,0,0,Yes
18830,1620,1620,7.99,7.99,No,?,0,561.6,0,0,Yes
18832,1890,3780,5.33,10.66,No,?,0,561.6,0,0,Yes
7562,648,648,8,8,No,?,0,531.36,0,45,Yes
7696,648,648,12.8,12.8,No,?,0,531.36,1,27,Yes
7811,864,1728,5.98,11.97,No,?,0,531.36,0,31,Yes
7578,918,1836,5.33,10.67,No,?,0,531.36,0,348,Yes
7838,1188,1188,5.33,5.33,Yes,10,0,531.36,0,178,Yes
7571,1188,1188,5.33,5.33,Yes,10,0,531.36,0,171,Yes
7947,1188,1188,5.33,5.33,No,?,0,531.36,0,287,Yes
7708,1188,1188,6.92,6.92,Yes,8,0,531.36,0,0,Yes
7632,1890,3780,9.06,18.13,No,?,0,531.36,0,202,Yes
7600,1620,1620,6.14,6.14,No,?,0,531.36,0,0,Yes
7698,1890,3780,6.39,12.79,No,?,0,531.36,0,0,Yes
7776,1890,3780,6.68,13.35,Yes,6.67,0,531.36,0,126,Yes
7770,324,324,6.93,6.93,No,?,0,531.36,0,0,Yes
7586,1134,2268,6.66,13.32,No,?,0,531.36,0,66,Yes
7587,1188,1188,9.8,9.8,Yes,10,0,531.36,0,150,Yes
7724,1890,3780,6.59,13.17,No,?,0,531.36,0,10,Yes
7860,1890,3780,5.33,10.67,No,?,0,531.36,0,0,Yes
7574,2160,2160,5.33,5.33,No,?,0,531.36,0,0,Yes
7836,1188,1188,5.33,5.33,No,?,0,531.36,0,2,Yes
7634,2160,2160,8.53,8.53,No,?,0,531.36,0,155,Yes
7592,2160,2160,8,8,No,?,0,531.36,0,0,Yes
7627,1188,1188,5.53,5.53,Yes,10,0,531.36,0,3,Yes
7945,1620,1620,5.33,5.33,No,?,0,531.36,0,0,Yes
7640,648,648,5.33,5.33,No,?,0,531.36,0,0,Yes
7671,2160,2160,5.61,5.61,No,?,0,531.36,0,206,Yes
7858,324,324,8,8,No,?,0,531.36,0,0,Yes
7612,1620,1620,5.33,5.33,No,?,0,531.36,0,139,Yes
7761,1404,2808,5.33,10.67,No,?,0,531.36,0,11,Yes
7874,648,648,5.33,5.33,No,?,0,531.36,0,154,Yes
7949,2160,2160,10.13,10.13,No,?,0,531.36,0,6,Yes
7829,2160,2160,81.74,81.74,No,?,0,531.36,0,0,Yes
7773,1620,1620,10.13,10.13,Yes,10,0,531.36,2,110,Yes
19409,648,648,5.97,5.97,No,?,0,518.4,0,0,Yes
19504,2160,2160,5.87,5.87,No,?,0,518.4,0,54,Yes
19455,1620,1620,19.73,19.73,Yes,9,0,518.4,0,0,Yes
19479,1188,1188,5.74,5.74,No,?,0,518.4,0,3,Yes
19392,2160,2160,8,8,No,?,0,518.4,0,4,Yes
18582,1080,2160,5.33,10.67,No,?,0,510.84,0,90,Yes
18525,1188,1188,13.15,13.15,Yes,9,0,510.84,0,73,Yes
18465,1080,1080,5.33,5.33,No,?,0,510.84,0,81,Yes
18476,1620,1620,5.97,5.97,No,?,0,510.84,0,0,Yes
18608,1620,1620,4.13,4.13,Yes,8,0,510.84,1,225,Yes
18444,2160,2160,8,8,No,?,0,510.84,0,0,Yes
18536,1620,1620,5.33,5.33,No,?,0,510.84,0,0,Yes
18376,1890,3780,6.67,13.33,Yes,9,0,510.84,0,0,Yes
18417,1188,1188,5.33,5.33,No,?,0,510.84,0,177,Yes
18634,1080,2160,5.25,10.49,Yes,8,0,510.84,0,18,Yes
18391,1188,1188,8,8,No,?,0,510.84,0,161,Yes
18579,1404,2808,8,16,Yes,9,0,510.84,0,107,Yes
18564,1188,1188,8.61,8.61,No,?,0,510.84,0,9,Yes
18496,1476,4428,5.33,16,No,?,0,510.84,0,0,Yes
18522,2160,2160,5.33,5.33,No,?,0,510.84,0,20,Yes
18452,1620,1620,8,8,No,?,0,510.84,0,0,Yes
18645,1620,1620,5.33,5.33,Yes,10,0,510.84,0,175,Yes
18390,1620,1620,7.78,7.78,No,?,0,510.84,0,122,Yes
20781,1620,1620,10.13,10.13,No,?,0,486,0,0,Yes
20770,1656,4968,7.11,21.32,Yes,10,0,486,0,18,Yes
20762,1080,1080,6.93,6.93,No,?,0,486,0,3,Yes
11582,2160,2160,5.33,5.33,No,?,0,475.2,0,152,Yes
3371,1404,2808,7.73,15.46,Yes,9,0,475.2,0,227,Yes
11803,1134,2268,8.42,16.85,No,?,0,475.2,0,351,Yes
12170,1656,4968,6.22,18.66,No,?,0,475.2,1,141,Yes
3413,1620,1620,8,8,No,?,0,475.2,0,266,Yes
11906,1188,1188,6.34,6.34,No,?,0,475.2,0,324,Yes
11612,1620,1620,10.38,10.38,No,?,0,475.2,0,0,Yes
11763,2160,2160,9.81,9.81,No,?,0,475.2,0,49,Yes
11765,2160,2160,5.33,5.33,No,?,0,475.2,0,0,Yes
11782,1188,1188,5.33,5.33,No,?,0,475.2,0,0,Yes
12157,648,648,10.13,10.13,Yes,10,0,475.2,0,18,Yes
3367,1620,1620,5.33,5.33,No,?,0,475.2,0,152,Yes
11886,1476,4428,5.33,16,No,?,0,475.2,1,217,Yes
12044,2160,2160,5.58,5.58,No,?,0,475.2,0,204,Yes
12159,1188,1188,6.4,6.4,Yes,8,0,475.2,0,0,Yes
11852,1188,1188,7.83,7.83,No,?,0,475.2,0,0,Yes
11983,1080,2160,7.47,14.93,Yes,9.5,0,475.2,0,185,Yes
12200,1188,1188,5.33,5.33,No,?,0,475.2,0,85,Yes
12137,1620,1620,8,8,No,?,0,475.2,0,52,Yes
12206,1890,3780,5.33,10.66,No,?,0,475.2,0,253,Yes
12027,864,2592,5.33,16,No,?,0,475.2,0,46,Yes
12244,1188,1188,8.53,8.53,Yes,8,0,475.2,0,14,Yes
11647,2160,2160,5.33,5.33,Yes,10,0,475.2,0,33,Yes
3402,1188,1188,5.61,5.61,Yes,9,0,475.2,0,203,Yes
11978,2160,2160,5.53,5.53,No,?,0,475.2,0,0,Yes
3389,2160,2160,5.33,5.33,No,?,0,475.2,0,243,Yes
11641,2160,2160,5.33,5.33,No,?,0,475.2,0,0,Yes
11874,1134,2268,16,32,Yes,10,0,475.2,1,128,Yes
12139,1404,2808,8,16,Yes,10,0,475.2,0,27,Yes
11615,1350,2700,6.67,13.33,No,?,0,475.2,0,193,Yes
12174,1620,1620,8,8,No,?,0,475.2,0,153,Yes
11648,2160,2160,5.33,5.33,Yes,9,0,475.2,0,4,Yes
11766,1620,1620,8,8,Yes,8,0,475.2,0,5,Yes
12156,2160,2160,5.33,5.33,No,?,0,475.2,0,0,Yes
12018,2160,2160,8,8,No,?,0,475.2,0,172,Yes
12203,1674,3348,6.67,13.33,No,?,0,475.2,0,63,Yes
12221,1620,1620,6.47,6.47,Yes,5.5,0,475.2,2,201,Yes
12095,2160,2160,5.33,5.33,No,?,0,475.2,0,0,Yes
11955,1188,1188,8,8,Yes,10,0,475.2,0,121,Yes
12145,1188,1188,5.33,5.33,No,?,0,475.2,0,0,Yes
3355,1188,1188,5.33,5.33,No,?,0,475.2,0,207,Yes
11806,1890,3780,8,16,Yes,10,0,475.2,0,30,Yes
12079,1620,1620,5.33,5.33,No,?,0,475.2,0,0,Yes
12245,2160,2160,6.01,6.01,Yes,10,0,475.2,0,1,Yes
11817,1890,3780,5.33,10.67,No,?,0,475.2,0,0,Yes
19352,1242,2484,10.13,20.27,Yes,9,0,469.8,0,204,Yes
19333,1404,2808,6.67,13.33,No,?,0,469.8,0,5,Yes
19341,1188,1188,7.47,7.47,No,?,0,469.8,0,31,Yes
19344,1674,3348,6.66,13.32,No,?,0,469.8,0,32,Yes
17395,2160,2160,13.45,13.45,No,?,0,432,0,190,Yes
17377,1188,1188,6.92,6.92,No,?,0,432,0,346,Yes
17351,1134,2268,10.13,20.27,No,?,0,432,0,133,Yes
17423,1404,2808,5.33,10.66,No,?,0,432,0,258,Yes
17474,1620,1620,5.33,5.33,No,?,0,432,0,259,Yes
17342,2160,2160,5.33,5.33,No,?,0,432,0,0,Yes
17376,2160,2160,5.61,5.61,Yes,10,0,432,0,0,Yes
17355,2160,2160,8.42,8.42,No,?,0,432,0,0,Yes
17382,1620,1620,5.33,5.33,Yes,9,0,432,0,60,Yes
19370,1080,1080,6.75,6.75,No,?,0,432,0,48,Yes
17397,1890,3780,5.33,10.67,No,?,0,432,0,0,Yes
14642,1188,1188,5.33,5.33,Yes,4,0,415.8,0,255,Yes
14623,1674,3348,5.33,10.67,No,?,0,415.8,0,0,Yes
18885,1404,2808,5.33,10.67,No,?,0,410.4,0,0,Yes
18871,1620,1620,5.87,5.87,Yes,10,0,410.4,0,74,Yes
18874,1890,3780,5.33,10.67,No,?,0,410.4,0,188,Yes
18883,1890,3780,5.61,11.22,No,?,0,410.4,0,0,Yes
31392,1620,1620,10.13,10.13,No,?,0,311.04,0,0,Yes
31982,2160,2160,5.33,5.33,Yes,10,0,259.2,0,266,Yes
32154,1620,1620,5.33,5.33,Yes,10,0,259.2,0,48,Yes
32028,2160,2160,104,104,Yes,10,0,259.2,2,16,Yes
32152,2160,2160,5.99,5.99,No,?,0,259.2,0,0,Yes
32007,1890,3780,6.66,13.32,No,?,0,259.2,0,0,Yes
32141,1620,1620,5.33,5.33,Yes,10,0,259.2,2,40,Yes
32005,2160,2160,5.86,5.86,No,?,0,259.2,0,263,Yes
31932,324,324,6.93,6.93,No,?,0,259.2,0,42,Yes
32067,1620,1620,5.33,5.33,No,?,0,259.2,0,48,Yes
32114,1674,3348,5.67,11.33,Yes,7,0,259.2,0,0,Yes
31955,1080,1080,5.33,5.33,No,?,0,259.2,0,0,Yes
32127,648,648,5.77,5.77,Yes,8,0,259.2,0,0,Yes
31970,864,1728,5.33,10.67,No,?,0,259.2,0,0,Yes
32003,2160,2160,5.33,5.33,No,?,0,259.2,0,0,Yes
32119,1404,2808,8,16,No,?,0,259.2,0,241,Yes
