arousal,dynamics_rms_mean,dynamics_rms_std,pitch_pitch_mean,rhythm_attacktime_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,rhythm_pulseclarity_mean,rhythm_tempo_mean,rhythm_tempo_std,spectral_brightness_mean,spectral_brightness_std,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,spectral_flatness_std,spectral_inharmonicity_mean,spectral_irregularity_mean,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_mfcc_mean_1,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_std_1,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_novelty_mean,spectral_novelty_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_roughness_mean,spectral_skewness_mean,spectral_skewness_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_spread_mean,spectral_spread_std,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,tonal_hcdf_mean,tonal_hcdf_std,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std
-0.965375103,0.001101,0.000391,442.47298,0.01771,2.782324,2.184448,0.140316,152.790684,19.646149,0.563611,0.074579,6025.519909,1460.364612,0.40312,0.053094,0.354025,1.024353,2.635562,0.618573,1.075528,-0.440285,-0.300979,-0.272682,-0.289014,0.254575,0.486556,0.255739,0.031728,-0.1887,-0.139284,-0.308927,-0.440646,0.226505,0.199512,0.1638,0.15179,0.194469,0.157393,0.212269,0.198172,0.165877,0.198425,0.143574,0.154121,0.226232,0.062047,0.121824,17344.06467,1406.238423,20288.3979,329.456763,0.00072,1.038049,0.361876,0.808447,0.044902,7199.04932,449.007061,4.635049,0.380945,0.449074,0.246252,0.008763,0.087851,0.592029,0.031702,-0.102189,0.007185
-0.962077494,0.003439,0.001098,597.743577,0.013456,2.94599,2.403221,0.21657,158.975334,22.462928,0.33065,0.104129,3253.905974,1653.496932,0.277711,0.044029,0.414733,0.381146,6.373487,1.288204,2.709222,0.124698,0.01071,0.155126,0.02759,-0.001232,0.099685,0.12459,0.348476,0.101723,0.374991,0.142977,0.185994,0.448355,0.180022,0.167642,0.186755,0.158883,0.270197,0.220949,0.203691,0.249613,0.24034,0.229578,0.186866,0.169598,0.043771,0.118122,7236.131004,2354.391189,17427.80491,1239.691757,0.281268,2.081645,0.306466,0.735439,0.046767,5367.670288,329.510068,5.11211,0.779436,2.934907,1.246542,0.341467,0.162295,0.45302,0.139924,-0.04149,0.104198
-0.960428689,0.000306,0.000353,513.228331,0.284776,0.818331,1.895416,0.227167,93.757569,46.750836,0.786006,0.091236,11195.91833,3506.252971,0.520391,0.06586,0.471616,0.478774,2.440278,1.186361,1.636287,0.02368,-0.031695,-0.066806,-0.024068,0.042935,0.242488,0.07562,0.137774,-0.011664,0.022714,0.033281,0.007983,0.502649,0.15548,0.150807,0.197958,0.153991,0.605825,0.294576,0.325083,0.292376,0.316907,0.201094,0.186559,0.174185,0.036549,0.0852,18584.26197,3506.662585,20824.91139,1460.693756,0.027982,-0.167679,0.940526,0.907124,0.027052,7236.311874,979.952985,6.109705,1.738971,0.273187,0.339065,0.45887,0.387209,0.448157,0.141943,-0.022524,0.094669
-0.953833471,0.00151,0.000421,809.384428,0.045,3.600655,2.303718,0.201677,141.539814,11.444963,0.566117,0.066531,5539.939809,1409.195469,0.517954,0.044053,0.448001,0.29529,2.926815,0.416994,1.955126,0.119337,0.083997,0.063393,0.00052,-0.110554,-0.110637,0.373537,0.486201,0.00281,0.040256,0.205691,0.14283,0.285674,0.116723,0.127746,0.139585,0.123936,0.14838,0.153543,0.150939,0.187701,0.148013,0.131326,0.126299,0.127025,0.066576,0.145185,13048.45649,1104.649885,18404.55277,488.017215,0.073201,1.011033,0.32218,0.878853,0.024502,6097.174807,265.734759,4.671205,0.574067,1.287725,0.443275,0.34494,0.156159,0.477254,0.1348,-0.040581,0.095695
-0.948887057,0.00073,0.001726,832.090959,0.844395,0.490998,2.863594,0.033535,60.071848,0.374108,0.819352,0.035468,6326.552737,2737.992018,0.721871,0.108384,0.482228,0.145637,2.035039,1.307907,1.370662,-0.072538,0.031832,0.136396,0.144817,0.234839,-0.19947,-0.124693,-0.237477,-0.054679,0.194438,0.366719,0.102631,0.678064,0.142713,0.141012,0.153419,0.148326,0.404206,0.297109,0.254239,0.180416,0.172069,0.181865,0.183939,0.146731,0.03524,0.113887,16725.84852,2283.344043,19463.15645,1652.593407,0.440763,0.128679,0.465911,0.956067,0.022364,6436.969033,683.001396,5.886924,0.876364,0.895141,2.517447,0.317893,0.33472,0.412229,0.174299,-0.025724,0.09108
-0.940643034,0.000291,0.000261,494.090737,0.045209,1.800327,3.222729,0.284216,107.807879,14.88027,0.712299,0.125957,9765.293921,2794.215896,0.536914,0.088524,0.48156,0.233644,1.859503,0.968793,2.212088,-0.098472,-0.091375,-0.045993,-0.122004,0.16836,0.393352,0.048929,0.133081,0.157783,0.151799,0.032201,-0.066947,0.65981,0.193927,0.187189,0.175724,0.170224,0.515714,0.486088,0.315916,0.312136,0.240936,0.20686,0.212695,0.23752,0.041935,0.101849,18968.75814,2073.011052,20981.09357,629.719352,0.003246,0.135573,0.678031,0.909097,0.038862,7691.491116,807.067215,5.317143,1.17599,0.310226,0.34269,0.451562,0.43391,0.416266,0.162932,-0.032507,0.094219
-0.938994229,0.005673,0.002207,387.666398,0.013671,5.89198,2.538564,0.189047,105.122096,23.529335,0.138592,0.03325,2105.03147,522.254732,0.122628,0.028272,0.328393,0.442684,8.799588,2.718923,3.254039,0.007197,-0.023953,-0.032347,-0.065721,1.380338,1.109237,0.773175,0.547823,0.381614,0.238381,0.133595,0.061496,0.429117,0.081782,0.076223,0.075685,0.080238,0.31211,0.219072,0.111232,0.152597,0.093344,0.099373,0.085699,0.083486,0.027521,0.088976,2246.271973,3223.762721,17945.72662,1401.408976,0.471709,2.675305,0.473008,0.528836,0.051895,5418.631288,601.588637,4.640604,0.786863,4.568258,3.069411,0.084634,0.050279,0.602296,0.081294,0.095771,0.06887
-0.937345425,0.003024,0.00065,585.677573,0.19414,0.490998,2.87202,0.139771,99.190976,28.89045,0.586519,0.118815,6598.397798,1627.918214,0.506498,0.043546,0.35436,0.889664,2.195182,0.295286,0.450135,0.056436,0.039976,-0.001812,0.006758,0.580318,0.247214,0.225178,0.145446,0.101535,0.028554,0.029761,0.017844,0.670576,0.157941,0.141406,0.135575,0.141756,0.338159,0.226475,0.183656,0.193619,0.160848,0.18689,0.155543,0.146726,0.0135,0.08409,15603.10963,1046.418369,19251.48112,589.76006,0.036403,0.691782,0.28986,0.771609,0.060997,6802.966378,514.87263,6.214466,1.735196,0.622398,1.130784,0.634689,0.608255,0.421791,0.230459,-0.0222,0.090656
-0.934047815,0.000181,0.000137,652.363034,0.038757,0.163666,2.617423,0.177939,151.898084,26.690537,0.989797,0.003577,12514.93215,3070.291304,0.542856,0.068319,0.492584,0.381906,2.524158,1.023563,-2.674042,-0.007971,0.1031,-0.156864,0.15386,0.378925,0.226838,-0.308666,0.080178,-0.115061,0.027411,-0.018171,0.036295,1.497919,0.141857,0.12962,0.147175,0.147204,0.305086,0.31576,0.218499,0.189672,0.185576,0.130301,0.146448,0.151152,0.056096,0.120131,19358.57114,1713.152099,21115.03364,576.866695,0.01773,-0.177838,0.933138,0.928837,0.016042,6040.978199,644.748296,5.173923,1.403902,0.148528,0.110961,0.097193,0.189582,0.316623,0.227908,0.008492,0.058672
-0.929101401,0.011291,0.008784,855.112001,0.016366,2.12766,2.382534,0.156985,103.70891,20.224905,0.354676,0.123089,2787.807184,948.854483,0.272949,0.092505,0.305599,0.139886,8.47567,3.975166,1.393248,0.040449,0.074954,0.044309,0.077612,0.070529,0.094511,-0.204778,0.117833,0.048876,0.12416,0.060096,0.066088,0.212182,0.119871,0.120602,0.109345,0.112206,0.129996,0.137961,0.151346,0.141326,0.142983,0.131234,0.127641,0.112073,0.033873,0.101183,6332.062683,2369.294352,13623.78845,2824.773862,0.807745,2.310406,0.654693,0.677287,0.114233,4616.409691,578.308993,4.652187,0.53774,9.799859,8.441237,0.629594,0.341241,0.440244,0.132387,-0.02394,0.098591
-0.927452597,0.007841,0.003951,599.464107,0.022194,4.418985,2.897575,0.133553,99.968666,27.117553,0.301079,0.100053,3108.489162,1033.818534,0.288215,0.092824,0.301842,0.224815,6.232532,2.660199,2.076649,0.013735,0.004423,0.018249,0.026962,0.365529,0.316562,0.094866,0.098306,0.044281,0.061034,0.061487,0.012026,0.612938,0.13249,0.117853,0.120335,0.120043,0.289523,0.239028,0.208802,0.19662,0.183837,0.169944,0.153832,0.148128,0.037911,0.114649,8113.980103,3471.830773,16626.63849,2074.297669,0.134447,1.995136,0.576346,0.633244,0.102334,5449.950423,689.835745,4.956257,1.043898,7.511016,5.512786,0.579108,0.35332,0.455967,0.138696,-0.041751,0.105269
-0.920857378,0.000384,0.000671,1063.081655,0.109849,0.327332,2.48318,0.091176,54.146225,12.496939,0.745915,0.126643,9499.558157,2405.721099,0.521509,0.122487,0.413077,0.257822,2.018673,1.763346,1.420873,0.121789,-0.121422,-0.076485,-0.094776,-0.084423,-0.336722,-0.207341,0.277199,0.393327,0.156858,0.189505,0.120366,0.910024,0.308992,0.300342,0.206732,0.237058,0.588359,0.571741,0.420351,0.448866,0.319297,0.341579,0.277497,0.284947,0.045688,0.11914,18484.70414,3033.950002,20744.58279,1645.369039,0.094602,0.308188,0.670312,0.90686,0.045353,7539.996931,936.21869,5.46961,0.58838,0.436575,0.962527,0.328487,0.378322,0.379589,0.207492,-0.0271,0.083422
-0.917559769,0.00345,0.001231,208.775821,0.016729,5.564648,2.440216,0.109614,127.367543,14.95869,0.500706,0.092963,4917.23537,1567.913142,0.42629,0.064015,0.42333,0.600598,3.334846,0.603132,0.803365,0.139665,0.121593,0.121604,-0.004203,0.102083,0.656093,0.18991,0.126016,0.517903,0.152254,0.156808,0.280592,0.222699,0.154031,0.150082,0.098287,0.113214,0.164882,0.162072,0.200139,0.193922,0.149124,0.134596,0.116964,0.117362,0.03137,0.107823,12177.15929,1573.011168,18513.01631,648.560566,0.066964,1.219878,0.221477,0.768204,0.061404,6159.308714,239.137209,4.599688,0.537404,2.911703,1.572787,0.196299,0.143821,0.474626,0.111791,-0.037119,0.059634
-0.912613355,0.006422,0.001825,181.640553,0.013023,5.564648,2.401668,0.181471,124.508793,29.385821,0.213937,0.061816,2206.783908,1022.84888,0.19626,0.031697,0.476845,0.565915,9.481863,1.775701,3.409372,0.140905,0.004779,0.032873,0.082497,-0.098169,0.441119,0.5287,0.085917,0.231732,0.248085,0.042279,0.122464,0.393679,0.131447,0.12332,0.11555,0.138522,0.150813,0.181332,0.162857,0.167599,0.137337,0.153678,0.143509,0.136506,0.04163,0.11103,3290.201958,1807.806951,15552.46764,1377.094256,1.105174,2.722538,0.298225,0.656544,0.043471,4774.388966,318.16541,4.643821,0.446747,4.546567,1.662918,0.282722,0.237077,0.447146,0.12622,-0.033,0.067214
-0.909315746,0.001195,0.003111,465.527058,0.103731,0.981997,2.304545,0.14537,49.292794,1.307507,0.656258,0.22552,6406.256636,2938.43618,0.420442,0.190939,0.465822,0.056424,6.258999,9.033906,1.826447,0.022283,0.046598,0.069232,0.027629,0.333978,0.192086,0.086558,0.146334,-0.007793,-0.004384,0.025704,0.058526,1.232116,0.156182,0.132159,0.134542,0.122024,0.401238,0.286282,0.219876,0.19546,0.176694,0.183706,0.161492,0.143549,0.055951,0.132561,16895.39978,5159.19006,19890.13001,3390.027773,0.226969,1.571021,1.42397,0.899477,0.092066,6500.821002,1547.355872,5.14322,0.980448,1.464252,4.068933,0.413626,0.326431,0.415146,0.148575,-0.032546,0.095211
-0.902720528,0.013689,0.011188,844.848206,0.021131,2.12766,2.948693,0.237505,100.870704,13.944093,0.431772,0.112206,3456.010789,921.057644,0.321115,0.086691,0.331405,0.063017,5.402785,2.376726,1.462085,0.02635,0.036596,0.117324,0.097194,-0.329433,0.407002,0.020125,0.120524,0.144838,0.344028,0.181808,-0.033898,0.330944,0.187479,0.175572,0.179004,0.161936,0.346208,0.281363,0.311598,0.275015,0.288887,0.257145,0.245253,0.21993,0.037784,0.117641,8784.021606,2735.250515,15272.37946,1606.921102,0.223672,1.753454,0.501931,0.722017,0.109185,5074.310604,554.029747,4.859845,0.496582,13.053056,13.336847,0.565853,0.432432,0.451548,0.144065,-0.038165,0.09541
-0.899422918,0.001472,0.00022,373.852714,0.019119,2.94599,2.283551,0.1203,96.846835,28.134668,0.752293,0.036913,7448.259508,1248.292175,0.623107,0.035139,0.48904,0.27479,1.968412,0.403432,1.602316,-0.084812,-0.085348,-0.083845,-0.076588,0.156324,0.120538,0.104271,0.032742,0.002689,-0.059544,-0.030075,-0.06225,0.247734,0.127439,0.141805,0.131463,0.131239,0.162739,0.158203,0.150753,0.167266,0.156553,0.152764,0.133207,0.130203,0.068875,0.136725,15256.27441,742.998666,17990.9469,448.481374,0.457508,0.445619,0.246699,0.943793,0.007221,6068.858033,237.286861,4.68057,0.58396,1.297238,0.200914,0.244159,0.136986,0.492392,0.135462,-0.019442,0.109149
-0.8928277,0.003207,0.000689,213.832477,0.013974,6.219313,2.402882,0.153217,114.996884,41.599794,0.310087,0.084569,3165.755272,1631.912635,0.267823,0.031152,0.486275,0.507341,6.356104,0.977244,2.525787,0.034575,0.10527,0.026778,0.068946,0.177746,0.617385,0.231394,0.430161,0.313613,0.25044,0.197353,0.119471,0.358813,0.166196,0.1474,0.149974,0.160676,0.216238,0.226384,0.21153,0.19568,0.174591,0.16401,0.16649,0.152546,0.079399,0.156371,6936.43844,2296.971482,18096.6191,662.494154,0.308733,2.092832,0.457989,0.723181,0.034978,5523.871086,336.655114,4.744788,0.501999,2.16751,0.677034,0.246958,0.122274,0.358727,0.102458,0.009853,0.088334
-0.891178895,0.001538,0.000718,799.593549,0.03125,0.818331,2.380159,0.152751,122.544122,29.64828,0.485931,0.096942,4937.64639,1582.524936,0.421872,0.064295,0.427142,0.474815,3.586205,1.024032,1.920802,0.11716,0.047504,0.110625,0.036262,0.026567,0.233113,-0.144358,0.133031,0.062371,0.155005,-0.006355,0.130064,0.456867,0.169413,0.173088,0.164057,0.159681,0.301145,0.326918,0.26639,0.227506,0.203893,0.20885,0.192065,0.207782,0.045894,0.11295,13351.56069,2532.338199,19330.12605,869.170276,0.042264,1.367061,0.294987,0.818743,0.045455,6434.420954,453.082291,5.26185,1.160511,1.190746,0.977613,0.34245,0.190904,0.383523,0.132899,-0.032176,0.093209
-0.886232481,0.001434,0.000471,393.335529,0.031602,1.636661,2.462575,0.207297,111.60505,13.180844,0.741046,0.05139,5985.952295,1346.373662,0.533499,0.047956,0.487864,0.245115,3.496296,0.467017,1.07484,0.045217,0.029128,0.039173,0.032207,0.419655,0.321104,-0.103362,0.219933,-0.013471,0.036111,0.012175,-0.008478,0.28108,0.140098,0.13974,0.139341,0.129203,0.165425,0.195674,0.213882,0.213865,0.180061,0.17199,0.14714,0.152412,0.026102,0.08378,11651.81116,1285.189809,18000.87167,897.999338,0.170852,1.06123,0.323836,0.923647,0.015298,5341.095304,262.581739,4.739267,0.591158,1.267371,0.471787,0.37002,0.183243,0.472203,0.142489,-0.02034,0.115512
-0.884583677,0.001845,0.000465,456.89912,0.039698,4.255319,2.38248,0.148053,156.03797,39.348435,0.402523,0.075696,4011.341806,1553.960513,0.361767,0.030253,0.458645,0.451888,4.665983,0.575785,2.672246,-0.15529,-0.043052,0.049074,0.13602,0.023,0.350835,0.146464,0.241689,-0.00812,-0.017105,0.051979,0.033515,0.352879,0.12893,0.120832,0.131121,0.128708,0.169832,0.173377,0.148061,0.168085,0.149166,0.120015,0.137755,0.135553,0.048596,0.117897,10492.11968,1737.33174,18637.07592,508.172614,0.119373,1.669104,0.399286,0.804463,0.026507,5911.296835,321.959741,4.689834,0.59136,1.380665,0.471691,0.291602,0.179657,0.411074,0.11523,-0.018788,0.085737
-0.876339654,0.018356,0.018299,311.043549,0.023585,0.818331,2.636817,0.117319,135.136589,13.292579,0.175579,0.072645,1768.078376,726.032003,0.167598,0.068288,0.368654,0.065381,14.332297,9.500485,2.889847,-0.003301,0.018323,-0.018732,0.059259,0.678928,0.501768,0.168065,0.32771,0.250373,0.272028,0.136885,0.054319,0.407041,0.13779,0.157298,0.144552,0.167314,0.269686,0.243561,0.189441,0.214703,0.165202,0.179009,0.15243,0.146397,0.036798,0.113688,2845.074463,2501.853114,12062.76581,4141.843202,0.630371,3.274106,1.031872,0.577085,0.111818,4210.030134,775.586432,4.900997,0.917544,18.581892,24.40402,0.313133,0.343384,0.399275,0.201802,-0.021544,0.080611
-0.873042045,0.001847,0.00068,771.801891,0.028369,1.145663,2.479431,0.17511,121.745812,37.149772,0.63209,0.07864,4557.215719,1582.605398,0.397135,0.059685,0.449688,0.66506,5.514432,1.360969,1.124384,-0.048237,-0.292882,-0.272957,-0.019492,0.00817,0.418031,0.109632,-0.10411,0.093686,0.237364,-0.03254,-0.233969,0.50015,0.161901,0.195357,0.196674,0.162392,0.348472,0.37379,0.212401,0.232263,0.21974,0.203722,0.187706,0.197495,0.039279,0.114617,8703.446,1939.046229,16893.59538,1863.89676,0.167933,1.681201,0.378883,0.867498,0.018621,5044.459284,424.173586,4.949686,0.837473,1.392111,0.895868,0.342225,0.274573,0.468854,0.145114,-0.032413,0.098456
-0.87139324,0.000725,0.001333,660.59069,0.078309,0.654664,2.776912,0.096807,85.25849,30.311667,0.690121,0.159925,7090.145616,2728.904708,0.642598,0.161745,0.437096,0.133047,2.653314,3.345987,1.876134,0.088563,-0.01521,0.010611,-0.067353,0.198392,0.178186,-0.06264,-0.07694,-0.137404,-0.038653,0.051395,0.118733,0.928932,0.179308,0.164409,0.142085,0.157903,0.617358,0.33326,0.278574,0.250449,0.214616,0.2069,0.183845,0.197228,0.032931,0.101653,16850.0859,4200.607862,19979.04641,2206.62711,0.075268,0.6172,0.837747,0.91781,0.065635,6999.011157,856.656136,5.029213,0.638401,0.869836,1.78078,0.385583,0.345791,0.429485,0.162171,-0.016306,0.09664
